category	task	dataset	# train	# train (after sampling)	# input tokens	# target tokens	ave input tokens	ave target tokens	is_original_task	has answer choices	t0 train	t0+ train	t0++ train	eval
multiple_choice_qa	super_glue/boolq	super_glue_boolq_could_you_tell_me_	9427		1522302	18854	161	2	1	1			1	
multiple_choice_qa	super_glue/boolq	super_glue_boolq_exam	9427		1569437	18854	166	2	1	1			1	
multiple_choice_qa	super_glue/boolq	super_glue_boolq_exercise	9427		1625999	25960	172	3	1	1			1	
multiple_choice_qa	super_glue/boolq	super_glue_boolq_valid_binary	9427		1512875	25960	160	3	1	1			1	
multiple_choice_qa	super_glue/boolq	super_glue_boolq_yes_no_question	9427		1578864	18854	167	2	1	1			1	
multiple_choice_qa	super_glue/multirc	super_glue_multirc_I_was_going_to_say_	27243		10506949	54486	386	2	1	1			1	
multiple_choice_qa	super_glue/multirc	super_glue_multirc_Would_it_be_good_to_answer_	27243		10424821	54486	383	2	1	1			1	
multiple_choice_qa	super_glue/multirc	super_glue_multirc_confirm	27243		10724494	54486	394	2	1	1			1	
multiple_choice_qa	super_glue/multirc	super_glue_multirc_correct	27243		10778980	54486	396	2	1	1			1	
multiple_choice_qa	super_glue/multirc	super_glue_multirc_decide_valid	27243		10724494	54486	394	2	1	1			1	
multiple_choice_qa	super_glue/multirc	super_glue_multirc_found_this_answer	27243		10643164	54486	391	2	1	1			1	
multiple_choice_qa	super_glue/multirc	super_glue_multirc_grading	27243		10724494	54486	394	2	1	1			1	
multiple_choice_qa	super_glue/multirc	super_glue_multirc_is_a_correct_answer_	27243		10588279	54486	389	2	1	1			1	
multiple_choice_qa	super_glue/multirc	super_glue_multirc_is_the_correct_answer_	27243		10378650	54486	381	2	1	1			1	
multiple_choice_qa	super_glue/multirc	super_glue_multirc_paragraph_question_is_it_	27243		10324164	54486	379	2	1	1			1	
multiple_choice_qa	wiki_hop/original	wiki_hop_original_choose_best_object_affirmative_1	43738		80664391	202294	1844	5	1	1	1	1	1	
multiple_choice_qa	wiki_hop/original	wiki_hop_original_choose_best_object_affirmative_2	43738		80664391	202294	1844	5	1	1	1	1	1	
multiple_choice_qa	wiki_hop/original	wiki_hop_original_choose_best_object_affirmative_3	43738		81014295	202294	1852	5	1	1	1	1	1	
multiple_choice_qa	wiki_hop/original	wiki_hop_original_choose_best_object_interrogative_1	43738		80183273	202294	1833	5	1	1	1	1	1	
multiple_choice_qa	wiki_hop/original	wiki_hop_original_choose_best_object_interrogative_2	43738		80183273	202294	1833	5	1	1	1	1	1	
multiple_choice_qa	wiki_hop/original	wiki_hop_original_explain_relation	43738		76273031	154779	1744	4			1	1	1	
multiple_choice_qa	wiki_hop/original	wiki_hop_original_generate_object	43738		76285059	202294	1744	5			1	1	1	
multiple_choice_qa	wiki_hop/original	wiki_hop_original_generate_subject	43738		76456534	302220	1748	7			1	1	1	
multiple_choice_qa	wiki_hop/original	wiki_hop_original_generate_subject_and_object	43738		76242945	548252	1743	13			1	1	1	
multiple_choice_qa	wiqa	wiqa_does_the_supposed_perturbation_have_an_effect	29808		3872180	59616	130	2			1	1	1	
multiple_choice_qa	wiqa	wiqa_effect_with_label_answer	29808		3723140	59616	125	2	1		1	1	1	
multiple_choice_qa	wiqa	wiqa_effect_with_string_answer	29808		3842372	69552	129	2	1		1	1	1	
multiple_choice_qa	wiqa	wiqa_what_is_the_final_step_of_the_following_process	29808		2380243	364490	80	12			1	1	1	
multiple_choice_qa	wiqa	wiqa_what_is_the_missing_first_step	29808		2485959	304124	83	10			1	1	1	
multiple_choice_qa	wiqa	wiqa_what_might_be_the_first_step_of_the_process	29808		2456151	304124	82	10			1	1	1	
multiple_choice_qa	wiqa	wiqa_what_might_be_the_last_step_of_the_process	29808		2380243	364490	80	12			1	1	1	
multiple_choice_qa	wiqa	wiqa_which_of_the_following_is_the_supposed_perturbation	29808		4438532	288144	149	10			1	1	1	
multiple_choice_qa	piqa	piqa_Correct_the_solution	16113		1028988	412477	64	26				1	1	
multiple_choice_qa	piqa	piqa_Correct_the_solution_if_false_from_sol_1	16113		1011840	560899	63	35				1	1	
multiple_choice_qa	piqa	piqa_Correct_the_solution_if_false_from_sol_2	16113		1092584	560899	68	35				1	1	
multiple_choice_qa	piqa	piqa_Does_this_solution_make_sense_sol1	16113		721806	32226	45	2		1		1	1	
multiple_choice_qa	piqa	piqa_Does_this_solution_make_sense_sol2	16113		642481	32226	40	2		1		1	1	
multiple_choice_qa	piqa	piqa_choose_the_most_appropriate_solution	16113		1505917	48339	93	3	1	1		1	1	
multiple_choice_qa	piqa	piqa_finish_sentence_with_correct_choice	16113		1231996	412477	76	26	1	1		1	1	
multiple_choice_qa	piqa	piqa_no_prompt_needed	16113		149469	411430	9	26				1	1	
multiple_choice_qa	piqa	piqa_pick_correct_choice_index	16113		1360900	32226	84	2	1	1		1	1	
multiple_choice_qa	piqa	piqa_pick_correct_choice_with_choice_given_before_goal	16113		1344787	412477	83	26	1	1		1	1	
multiple_choice_qa	piqa	piqa_what_is_the_correct_ending	16113		1167544	412477	72	26	1	1		1	1	
sentiment	amazon_polarity	amazon_polarity_Is_this_product_review_positive	3600000	55556	435440200	7200000	121	2	1	1	1	1	1	
sentiment	amazon_polarity	amazon_polarity_Is_this_review	3600000	55556	431840201	9000000	120	3	1	1	1	1	1	
sentiment	amazon_polarity	amazon_polarity_Is_this_review_negative	3600000	55556	428240201	7200000	119	2	1	1	1	1	1	
sentiment	amazon_polarity	amazon_polarity_User_recommend_this_product	3600000	55556	433323503	7200000	120	2	1	1	1	1	1	
sentiment	amazon_polarity	amazon_polarity_convey_negative_or_positive_sentiment	3600000	55556	446240201	9000000	124	3	1	1	1	1	1	
sentiment	amazon_polarity	amazon_polarity_flattering_or_not	3600000	55556	482240201	14400000	134	4	1	1	1	1	1	
sentiment	amazon_polarity	amazon_polarity_negative_or_positive_tone	3600000	55556	471440200	9000000	131	3	1	1	1	1	1	
sentiment	amazon_polarity	amazon_polarity_user_satisfied	3600000	55556	507440200	14400000	141	4	1	1	1	1	1	
sentiment	amazon_polarity	amazon_polarity_would_you_buy	3600000	55556	521840200	7200000	145	2	1	1	1	1	1	
sentiment	app_reviews	app_reviews_categorize_rating_using_review	288065	125000	13480920	830472	47	3		1	1	1	1	
sentiment	app_reviews	app_reviews_convert_to_rating	288065	125000	12904790	576130	45	2			1	1	1	
sentiment	app_reviews	app_reviews_convert_to_star_rating	288065	125000	12616725	864195	44	3		1	1	1	1	
sentiment	app_reviews	app_reviews_generate_review	288065	125000	9417031	5032897	33	17			1	1	1	
sentiment	imdb	imdb_Movie_Expressed_Sentiment	25000		7743542	50000	310	2	1	1	1	1	1	
sentiment	imdb	imdb_Movie_Expressed_Sentiment_2	25000		7818542	50000	313	2	1	1	1	1	1	
sentiment	imdb	imdb_Negation_template_for_positive_and_negative	25000		7718542	100000	309	4		1	1	1	1	
sentiment	imdb	imdb_Reviewer_Enjoyment	25000		7818542	150000	313	6	1	1	1	1	1	
sentiment	imdb	imdb_Reviewer_Enjoyment_Yes_No	25000		7768542	50000	311	2	1	1	1	1	1	
sentiment	imdb	imdb_Reviewer_Expressed_Sentiment	25000		7893542	50000	316	2	1	1	1	1	1	
sentiment	imdb	imdb_Reviewer_Opinion_bad_good_choices	25000		7843542	50000	314	2	1	1	1	1	1	
sentiment	imdb	imdb_Reviewer_Sentiment_Feeling	25000		7793542	50000	312	2	1	1	1	1	1	
sentiment	imdb	imdb_Sentiment_with_choices_	25000		7768542	50000	311	2	1	1	1	1	1	
sentiment	imdb	imdb_Text_Expressed_Sentiment	25000		7793542	50000	312	2	1	1	1	1	1	
sentiment	imdb	imdb_Writer_Expressed_Sentiment	25000		7818542	50000	313	2	1	1	1	1	1	
sentiment	rotten_tomatoes	rotten_tomatoes_Movie_Expressed_Sentiment	8530		329179	17060	39	2	1	1	1	1	1	
sentiment	rotten_tomatoes	rotten_tomatoes_Movie_Expressed_Sentiment_2	8530		354769	17060	42	2	1	1	1	1	1	
sentiment	rotten_tomatoes	rotten_tomatoes_Reviewer_Enjoyment	8530		354769	46915	42	6	1	1	1	1	1	
sentiment	rotten_tomatoes	rotten_tomatoes_Reviewer_Enjoyment_Yes_No	8530		337709	17060	40	2	1	1	1	1	1	
sentiment	rotten_tomatoes	rotten_tomatoes_Reviewer_Expressed_Sentiment	8530		380359	17060	45	2	1	1	1	1	1	
sentiment	rotten_tomatoes	rotten_tomatoes_Reviewer_Opinion_bad_good_choices	8530		363299	17060	43	2	1	1	1	1	1	
sentiment	rotten_tomatoes	rotten_tomatoes_Reviewer_Sentiment_Feeling	8530		346239	17060	41	2	1	1	1	1	1	
sentiment	rotten_tomatoes	rotten_tomatoes_Sentiment_with_choices_	8530		337709	17060	40	2	1	1	1	1	1	
sentiment	rotten_tomatoes	rotten_tomatoes_Text_Expressed_Sentiment	8530		346239	17060	41	2	1	1	1	1	1	
sentiment	rotten_tomatoes	rotten_tomatoes_Writer_Expressed_Sentiment	8530		354769	17060	42	2	1	1	1	1	1	
sentiment	yelp_review_full	yelp_review_full_based_on_that	650000	71429	124358321	1950000	191	3	1	1	1	1	1	
sentiment	yelp_review_full	yelp_review_full_format_rating	650000	71429	121758322	1950000	187	3	1	1	1	1	1	
sentiment	yelp_review_full	yelp_review_full_format_score	650000	71429	125658322	1300000	193	2	1	1	1	1	1	
sentiment	yelp_review_full	yelp_review_full_format_star	650000	71429	121758322	1950000	187	3	1	1	1	1	1	
sentiment	yelp_review_full	yelp_review_full_on_a_scale	650000	71429	127608321	1300000	196	2	1	1	1	1	1	
sentiment	yelp_review_full	yelp_review_full_so_i_would	650000	71429	122408321	1950000	188	3	1	1	1	1	1	
sentiment	yelp_review_full	yelp_review_full_this_place	650000	71429	121758321	1950000	187	3	1	1	1	1	1	
sentence_completion	super_glue/copa	super_glue_copa_C1_or_C2_premise_so_because_	400		11333	3272	28	8	1	1			1	1
sentence_completion	super_glue/copa	super_glue_copa_C1_or_C2_premise_so_because__score_eval	800		22666	6565	28	8	1				1	1
sentence_completion	super_glue/copa	super_glue_copa__As_a_result_C1_or_C2_	202		6621	1666	33	8	1	1			1	1
sentence_completion	super_glue/copa	super_glue_copa__As_a_result_C1_or_C2__score_eval	404		13242	3351	33	8	1				1	1
sentence_completion	super_glue/copa	super_glue_copa__What_could_happen_next_C1_or_C2_	202		6621	1666	33	8	1	1			1	1
sentence_completion	super_glue/copa	super_glue_copa__What_could_happen_next_C1_or_C2__score_eval	404		13242	3351	33	8	1				1	1
sentence_completion	super_glue/copa	super_glue_copa__which_may_be_caused_by	198		6312	1606	32	8	1	1			1	1
sentence_completion	super_glue/copa	super_glue_copa__which_may_be_caused_by_score_eval	396		12624	3214	32	8	1				1	1
sentence_completion	super_glue/copa	super_glue_copa__why_C1_or_C2	198		5718	1606	29	8	1	1			1	1
sentence_completion	super_glue/copa	super_glue_copa__why_C1_or_C2_score_eval	396		11436	3214	29	8	1				1	1
sentence_completion	super_glue/copa	super_glue_copa_best_option	400		16233	3272	41	8	1	1			1	1
sentence_completion	super_glue/copa	super_glue_copa_best_option_score_eval	800		32466	6565	41	8	1				1	1
sentence_completion	super_glue/copa	super_glue_copa_cause_effect	400		13235	3272	33	8	1	1			1	1
sentence_completion	super_glue/copa	super_glue_copa_cause_effect_score_eval	800		26470	6565	33	8	1				1	1
sentence_completion	super_glue/copa	super_glue_copa_choose	400		12835	3272	32	8	1	1			1	1
sentence_completion	super_glue/copa	super_glue_copa_choose_score_eval	800		25670	6565	32	8	1				1	1
sentence_completion	super_glue/copa	super_glue_copa_exercise	400		14835	3272	37	8	1	1			1	1
sentence_completion	super_glue/copa	super_glue_copa_exercise_score_eval	800		29670	6565	37	8	1				1	1
sentence_completion	super_glue/copa	super_glue_copa_i_am_hesitating	400		18435	3272	46	8	1	1			1	1
sentence_completion	super_glue/copa	super_glue_copa_i_am_hesitating_score_eval	800		36870	6565	46	8	1				1	1
sentence_completion	super_glue/copa	super_glue_copa_more_likely	400		17033	3272	43	8	1	1			1	1
sentence_completion	super_glue/copa	super_glue_copa_more_likely_score_eval	800		34066	6565	43	8	1				1	1
sentence_completion	super_glue/copa	super_glue_copa_plausible_alternatives	400		15837	3272	40	8	1	1			1	1
sentence_completion	super_glue/copa	super_glue_copa_plausible_alternatives_score_eval	800		31674	6565	40	8	1				1	1
sentence_completion	hellaswag	hellaswag_Appropriate_continuation_Yes_or_No	39905		4183743	79810	105	2		1		1	1	1
sentence_completion	hellaswag	hellaswag_Open_ended_completion	39905		2341427	1371962	59	34		1		1	1	1
sentence_completion	hellaswag	hellaswag_Open_ended_start	39905		1611392	2221712	40	56				1	1	1
sentence_completion	hellaswag	hellaswag_Predict_ending_with_hint	39905		8690814	1371962	218	34	1	1		1	1	1
sentence_completion	hellaswag	hellaswag_Predict_ending_with_hint_score_eval	159620		34763256	5452714	218	34	1			1	1	1
sentence_completion	hellaswag	hellaswag_Randomized_prompts_template	39905		8403540	1371962	211	34	1	1		1	1	1
sentence_completion	hellaswag	hellaswag_Randomized_prompts_template_score_eval	159620		33614160	5452714	211	34	1			1	1	1
sentence_completion	hellaswag	hellaswag_Reversed_appropriate_continuation_Yes_or_No	39905		4379874	79810	110	2		1		1	1	1
sentence_completion	hellaswag	hellaswag_Topic_of_the_context	39905		3873009	178383	97	4				1	1	1
sentence_completion	hellaswag	hellaswag_Topic_without_the_ending_answer	39905		2501047	178383	63	4				1	1	1
sentence_completion	hellaswag	hellaswag_complete_first_then	39905		8556231	1371962	214	34	1	1		1	1	1
sentence_completion	hellaswag	hellaswag_complete_first_then_score_eval	159620		34224924	5452714	214	34	1			1	1	1
sentence_completion	hellaswag	hellaswag_how_ends	39905		8407799	159620	211	4		1		1	1	1
sentence_completion	hellaswag	hellaswag_if_begins_how_continues	39905		8886659	159620	223	4	1	1		1	1	1
sentence_completion	hellaswag	hellaswag_if_begins_how_continues_score_eval	159620		35546636	638480	223	4	1			1	1	1
structure-to-text	common_gen	common_gen_Example_prompt	67389	55556	2287821	955052	34	14	1		1	1	1	
structure-to-text	common_gen	common_gen_Given_concepts_type_1	67389	55556	1613931	955052	24	14	1		1	1	1	
structure-to-text	common_gen	common_gen_Given_concepts_type_2	67389	55556	1816098	955052	27	14	1		1	1	1	
structure-to-text	common_gen	common_gen_Put_together	67389	55556	1142208	955052	17	14	1		1	1	1	
structure-to-text	common_gen	common_gen_choice_in_concept_centric_sentence_generation	67389	55556	1758618	955052	26	14	1		1	1	1	
structure-to-text	common_gen	common_gen_random_task_template_prompt	67389	55556	1097092	955052	16	14	1		1	1	1	
structure-to-text	common_gen	common_gen_sentence_to_concepts	67389	55556	1697877	468318	25	7			1	1	1	
structure-to-text	common_gen	common_gen_topic_to_sentence	67389	55556	751112	955052	11	14			1	1	1	
structure-to-text	common_gen	common_gen_topics_from_the_sentence	67389	55556	1426775	468318	21	7			1	1	1	
structure-to-text	wiki_bio	wiki_bio_comprehension	582639	100000	135460551	92645859	232	159			1	1	1	
structure-to-text	wiki_bio	wiki_bio_guess_person	582639	100000	93566592	5661574	161	10			1	1	1	
structure-to-text	wiki_bio	wiki_bio_key_content	582639	100000	108879327	92645859	187	159			1	1	1	
structure-to-text	wiki_bio	wiki_bio_what_content	582639	100000	110044605	25998584	189	45			1	1	1	
structure-to-text	wiki_bio	wiki_bio_who	582639	100000	109377899	96226084	188	165	1		1	1	1	
summarization	cnn_dailymail/3.0.0	cnn_dailymail_3.0.0_2_or_3_sentences	287113	55556	144934542	21431893	505	75	1		1	1	1	
summarization	cnn_dailymail/3.0.0	cnn_dailymail_3.0.0_generate_story	287113	55556	24015910	139192282	84	485			1	1	1	
summarization	cnn_dailymail/3.0.0	cnn_dailymail_3.0.0_news_card_view	287113	55556	145795881	21431893	508	75	1		1	1	1	
summarization	cnn_dailymail/3.0.0	cnn_dailymail_3.0.0_news_stock	287113	55556	143498977	21431893	500	75	1		1	1	1	
summarization	cnn_dailymail/3.0.0	cnn_dailymail_3.0.0_news_summary	287113	55556	140914960	21431893	491	75	1		1	1	1	
summarization	cnn_dailymail/3.0.0	cnn_dailymail_3.0.0_spice_up_story	287113	55556	26312814	139192282	92	485			1	1	1	
summarization	cnn_dailymail/3.0.0	cnn_dailymail_3.0.0_sum_in_brief	287113	55556	140914960	21431893	491	75	1		1	1	1	
summarization	cnn_dailymail/3.0.0	cnn_dailymail_3.0.0_tldr_summary	287113	55556	146944333	21431893	512	75	1		1	1	1	
summarization	cnn_dailymail/3.0.0	cnn_dailymail_3.0.0_write_an_outline	287113	55556	143786090	21431893	501	75	1		1	1	1	
summarization	gigaword	gigaword_TLDR	3803957	55556	210657980	56138750	55	15	1		1	1	1	
summarization	gigaword	gigaword_first_sentence_title	3803957	55556	222069847	56138750	58	15	1		1	1	1	
summarization	gigaword	gigaword_generate_summary_for_this	3803957	55556	237285679	56138750	62	15	1		1	1	1	
summarization	gigaword	gigaword_in_a_nutshell	3803957	55556	218265894	56138750	57	15	1		1	1	1	
summarization	gigaword	gigaword_make_a_title	3803957	55556	222069847	56138750	58	15	1		1	1	1	
summarization	gigaword	gigaword_reverse_writing	3803957	55556	59942707	195442152	16	51			1	1	1	
summarization	gigaword	gigaword_write_a_title_for_this_sentence	3803957	55556	229677761	56138750	60	15	1		1	1	1	
summarization	gigaword	gigaword_write_an_article	3803957	55556	101786234	195442152	27	51			1	1	1	
summarization	gigaword	gigaword_write_its_sentence	3803957	55556	237285679	56138750	62	15	1		1	1	1	
summarization	multi_news	multi_news_distill	44972		49340615	14001110	1097	311	1		1	1	1	
summarization	multi_news	multi_news_expand_reverse_task_	44972		14540774	17611532	323	392			1	1	1	
summarization	multi_news	multi_news_summarize	44972		49205699	14001110	1094	311	1		1	1	1	
summarization	multi_news	multi_news_summary_scenario	44972		49430559	14001110	1099	311	1		1	1	1	
summarization	multi_news	multi_news_synthesize	44972		49295643	14001110	1096	311	1		1	1	1	
summarization	multi_news	multi_news_what_are_the_key_points	44972		49250671	14001110	1095	311	1		1	1	1	
summarization	samsum	samsum_Generate_a_summary_for_this_dialogue	14732		2301103	422716	156	29	1		1	1	1	
summarization	samsum	samsum_Given_the_above_dialogue_write_a_summary	14732		2315835	422716	157	29	1		1	1	1	
summarization	samsum	samsum_Sum_up_the_following_dialogue	14732		2256907	422716	153	29	1		1	1	1	
summarization	samsum	samsum_Summarize_	14732		2227441	422718	151	29	1		1	1	1	
summarization	samsum	samsum_Summarize_this_dialogue_	14732		2256907	422716	153	29	1		1	1	1	
summarization	samsum	samsum_To_sum_up_this_dialog	14732		2256907	422716	153	29	1		1	1	1	
summarization	samsum	samsum_Write_a_dialogue_that_match_this_summary	14732		540572	2183247	37	148			1	1	1	
summarization	xsum	xsum_DOC_boils_down_to_simple_idea_that	204045	50000	74937565	6199646	367	30	1		1	1	1	
summarization	xsum	xsum_DOC_given_above_write_one_sentence	204045	50000	75957790	6199646	372	30	1		1	1	1	
summarization	xsum	xsum_DOC_how_would_you_rephrase_few_words	204045	50000	75753745	6199646	371	30	1		1	1	1	
summarization	xsum	xsum_DOC_tldr	204045	50000	74121385	6199646	363	30	1		1	1	1	
summarization	xsum	xsum_DOC_write_summary_of_above	204045	50000	75753745	6199646	371	30	1		1	1	1	
summarization	xsum	xsum_article_DOC_summary	204045	50000	73917340	6199646	362	30	1		1	1	1	
summarization	xsum	xsum_college_roommate_asked_DOC_so_I_recap	204045	50000	77998240	6199646	382	30	1		1	1	1	
summarization	xsum	xsum_read_below_DOC_write_abstract	204045	50000	77386105	6199646	379	30	1		1	1	1	
summarization	xsum	xsum_summarize_DOC	204045	50000	73917340	6199646	362	30	1		1	1	1	
summarization	xsum	xsum_summarize_this_DOC_summary	204045	50000	74733520	6199646	366	30	1		1	1	1	
topic_classification	ag_news	ag_news_classify	120000	71429	8015555	330000	67	3	1	1	1	1	1	
topic_classification	ag_news	ag_news_classify_question_first	120000	71429	8015555	330000	67	3	1	1	1	1	1	
topic_classification	ag_news	ag_news_classify_with_choices	120000	71429	9575555	330000	80	3	1	1	1	1	1	
topic_classification	ag_news	ag_news_classify_with_choices_question_first	120000	71429	9575555	330000	80	3	1	1	1	1	1	
topic_classification	ag_news	ag_news_recommend	120000	71429	9935555	390000	83	3	1	1	1	1	1	
topic_classification	ag_news	ag_news_which_section	120000	71429	8615555	330000	72	3	1	1	1	1	1	
topic_classification	ag_news	ag_news_which_section_choices	120000	71429	10415555	330000	87	3	1	1	1	1	1	
topic_classification	dbpedia_14	dbpedia_14_given_a_choice_of_categories_	560000	125000	72206042	1480000	129	3	1	1	1	1	1	
topic_classification	dbpedia_14	dbpedia_14_given_a_list_of_category_what_does_the_title_belong_to	560000	125000	33127841	1480000	59	3	1	1	1	1	1	
topic_classification	dbpedia_14	dbpedia_14_given_list_what_category_does_the_paragraph_belong_to	560000	125000	68089660	1480000	122	3	1	1	1	1	1	
topic_classification	dbpedia_14	dbpedia_14_pick_one_category_for_the_following_text	560000	125000	71646039	1480000	128	3	1	1	1	1	1	
topic_classification	trec	trec_fine_grained_ABBR	86		2582	500	30	6		1	1	1	1	
topic_classification	trec	trec_fine_grained_ABBR_context_first	86		2582	500	30	6		1	1	1	1	
topic_classification	trec	trec_fine_grained_DESC	1162		32914	2876	28	2		1	1	1	1	
topic_classification	trec	trec_fine_grained_DESC_context_first	1162		32914	2876	28	2		1	1	1	1	
topic_classification	trec	trec_fine_grained_ENTY	1250		96067	3033	77	2		1	1	1	1	
topic_classification	trec	trec_fine_grained_HUM	1223		36227	2446	30	2		1	1	1	1	
topic_classification	trec	trec_fine_grained_HUM_context_first	1223		36227	2446	30	2		1	1	1	1	
topic_classification	trec	trec_fine_grained_LOC	835		25297	2134	30	3		1	1	1	1	
topic_classification	trec	trec_fine_grained_LOC_context_first	835		25297	2134	30	3		1	1	1	1	
topic_classification	trec	trec_fine_grained_NUM	896		43632	1994	49	2		1	1	1	1	
topic_classification	trec	trec_fine_grained_NUM_context_first	896		43632	1994	49	2		1	1	1	1	
topic_classification	trec	trec_fine_grained_open	5452		114566	13802	21	3	1	1	1	1	1	
topic_classification	trec	trec_fine_grained_open_context_first	5452		114566	13802	21	3	1	1	1	1	1	
topic_classification	trec	trec_pick_the_best_descriptor	5452		229058	13308	42	2	1	1	1	1	1	
topic_classification	trec	trec_trec1	5452		196346	13308	36	2	1	1	1	1	1	
topic_classification	trec	trec_trec2	5452		207250	13308	38	2	1	1	1	1	1	
topic_classification	trec	trec_what_category_best_describe	5452		212702	13308	39	2	1	1	1	1	1	
topic_classification	trec	trec_which_category_best_describes	5452		239962	13308	44	2	1	1	1	1	1	
word_sense_disambiguation	super_glue/wic	super_glue_wic_GPT_3_prompt	5428		222068	10856	41	2	1	1			1	1
word_sense_disambiguation	super_glue/wic	super_glue_wic_GPT_3_prompt_score_eval	10856		444136	21712	41	2	1				1	1
word_sense_disambiguation	super_glue/wic	super_glue_wic_GPT_3_prompt_with_label	5428		243780	10856	45	2	1	1			1	1
word_sense_disambiguation	super_glue/wic	super_glue_wic_GPT_3_prompt_with_label_score_eval	10856		487560	21712	45	2	1				1	1
word_sense_disambiguation	super_glue/wic	super_glue_wic_affirmation_true_or_false	5428		270920	16284	50	3	1	1			1	1
word_sense_disambiguation	super_glue/wic	super_glue_wic_affirmation_true_or_false_score_eval	10856		541840	32568	50	3	1				1	1
word_sense_disambiguation	super_glue/wic	super_glue_wic_grammar_homework	5428		260064	10856	48	2	1	1			1	1
word_sense_disambiguation	super_glue/wic	super_glue_wic_grammar_homework_score_eval	10856		520128	21712	48	2	1				1	1
word_sense_disambiguation	super_glue/wic	super_glue_wic_polysemous	5428		303488	10856	56	2	1	1			1	1
word_sense_disambiguation	super_glue/wic	super_glue_wic_polysemous_score_eval	10856		606976	21712	56	2	1				1	1
word_sense_disambiguation	super_glue/wic	super_glue_wic_question_context	5428		222068	10856	41	2	1	1			1	1
word_sense_disambiguation	super_glue/wic	super_glue_wic_question_context_meaning	5428		189500	10856	35	2	1	1			1	1
word_sense_disambiguation	super_glue/wic	super_glue_wic_question_context_meaning_score_eval	10856		379000	21712	35	2	1				1	1
word_sense_disambiguation	super_glue/wic	super_glue_wic_question_context_meaning_with_label	5428		211212	10856	39	2	1	1			1	1
word_sense_disambiguation	super_glue/wic	super_glue_wic_question_context_meaning_with_label_score_eval	10856		422424	21712	39	2	1				1	1
word_sense_disambiguation	super_glue/wic	super_glue_wic_question_context_score_eval	10856		444136	21712	41	2	1				1	1
word_sense_disambiguation	super_glue/wic	super_glue_wic_same_sense	5428		276348	10856	51	2	1	1			1	1
word_sense_disambiguation	super_glue/wic	super_glue_wic_same_sense_score_eval	10856		552696	21712	51	2	1				1	1
word_sense_disambiguation	super_glue/wic	super_glue_wic_similar_sense	5428		132741	10856	24	2	1	1			1	1
word_sense_disambiguation	super_glue/wic	super_glue_wic_similar_sense_score_eval	10856		265482	21712	24	2	1				1	1